Source,Region,SubRegion,Country/Territory,DrugGroup,Drug,DrugState,LevelOfSale,Year,Typical price,Minimum price,Maximum price,Unit,Currency
ARQ,Americas,Central America,Honduras,Cocaine-type,Coca paste/refined cocaine base (intermediate products) (please specify),,Street,2019,130.00,100.00,150.00,Rock,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Street,2019,250.00,100.00,500.00,Unit,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Wholesale,2019,15000.00,10000.00,20000.00,Kilogram,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Street,2018,11.70,9.00,13.50,Gram,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Wholesale,2018,15000.00,10000.00,20000.00,Kilogram,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Street,2018,32.50,13.00,65.00,Gram,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Street,2017,11.70,9.00,13.50,Gram,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Street,2017,32.50,13.00,65.00,Gram,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Wholesale,2017,15000.00,10000.00,20000.00,Kilogram,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Wholesale,2016,6.00,5.00,7.00,Rock,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Coca paste/refined cocaine base (intermediate products) (please specify),,Wholesale,2016,129.00,86.00,172.00,Ounce,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Wholesale,2016,15000.00,10000.00,20000.00,Kilogram,USA
ARQ,Americas,Central America,Honduras,Cocaine-type,Cocaine,,Street,2016,250.00,100.00,500.00,Unit,"National currency (not EUR, USD or CHF)"
ARQ,Americas,Central America,Panama,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,2500.00,,,Kilogram,USA
ARQ,Americas,Central America,Panama,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,2500.00,,,Kilogram,USA
ARQ,Americas,Central America,Panama,Cocaine-type,Coca paste/refined cocaine base (intermediate products) (please specify),,Wholesale,2017,4500.00,,,Kilogram,USA
ARQ,Americas,Central America,Panama,Cocaine-type,Coca paste/refined cocaine base (intermediate products) (please specify),,Wholesale,2016,4500.00,,,Kilogram,USA
ARQ,Americas,North America,Canada,Amphetamine-type stimulants,“Ecstasy”-type substances,Tablets,Street,2018,12.00,3.00,20.00,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Amphetamine-type stimulants,“Ecstasy”-type substances,Tablets,Street,2017,12.00,3.00,20.00,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Amphetamine-type stimulants,"3,4-methylenedioxymethamphetamine (MDMA)",Tablets,Street,2016,12.00,3.00,20.00,Tablet,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Amphetamine-type stimulants,Methamphetamine,,Street,2018,,30.00,150.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Amphetamine-type stimulants,Methamphetamine,,Street,2017,,30.00,150.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Amphetamine-type stimulants,Methamphetamine,,Street,2016,,30.00,150.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,,10.00,20.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Cocaine-type,Cocaine,,Street,2018,100.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Cocaine-type,Cocaine,,Street,2017,100.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Cocaine-type,Cocaine,,Street,2016,100.00,,,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Opioids,Heroin,,Street,2018,,140.00,600.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Opioids,Heroin,,Street,2017,,140.00,600.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Canada,Opioids,Heroin,,Street,2016,,140.00,600.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,Mexico,Amphetamine-type stimulants,Methamphetamine,,Street,2019,6.58,4.63,18.51,Dose,USA
ARQ,Americas,North America,Mexico,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2019,5636.60,1156.76,13881.18,Kilogram,USA
ARQ,Americas,North America,Mexico,Amphetamine-type stimulants,Methamphetamine,Tablets,Wholesale,2017,14514.00,,,Kilogram,USA
ARQ,Americas,North America,Mexico,Amphetamine-type stimulants,Methamphetamine,Tablets,Wholesale,2016,14514.00,,,Kilogram,USA
ARQ,Americas,North America,Mexico,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,56.64,23.14,92.54,Kilogram,USA
ARQ,Americas,North America,Mexico,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,3.99,2.31,9.25,Dose,USA
ARQ,Americas,North America,Mexico,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,80.00,,,Kilogram,USA
ARQ,Americas,North America,Mexico,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,80.00,,,Kilogram,USA
ARQ,Americas,North America,Mexico,Cocaine-type,Cocaine,,Wholesale,2019,12433.23,6940.59,17000.00,Kilogram,USA
ARQ,Americas,North America,Mexico,Cocaine-type,Cocaine,,Street,2019,10.73,4.63,23.14,Dose,USA
ARQ,Americas,North America,Mexico,Cocaine-type,Cocaine,,Wholesale,2017,12500.00,,,Kilogram,USA
ARQ,Americas,North America,Mexico,Cocaine-type,Cocaine,,Wholesale,2016,12500.00,,,Kilogram,USA
ARQ,Americas,North America,Mexico,Opioids,Heroin,,Street,2019,11.07,4.63,41.18,Dose,USA
ARQ,Americas,North America,Mexico,Opioids,Heroin,,Wholesale,2019,19500.20,8328.71,35000.00,Kilogram,USA
ARQ,Americas,North America,Mexico,Opioids,Heroin,,Wholesale,2017,35000.00,,,Kilogram,USA
ARQ,Americas,North America,Mexico,Opioids,Heroin,,Wholesale,2016,35000.00,,,Kilogram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,“Ecstasy”-type substances,,Wholesale,2019,,10000.00,12000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,“Ecstasy”-type substances,,Street,2019,,4.00,35.00,Pill,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,“Ecstasy”-type substances,,Wholesale,2018,,14000.00,32000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,“Ecstasy”-type substances,Tablets,Street,2018,,1.00,80.00,Pill,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,“Ecstasy”-type substances,,Street,2017,,1.00,80.00,Pill,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,“Ecstasy”-type substances,,Wholesale,2017,,6000.00,36000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,“Ecstasy”-type substances,Tablets,Street,2016,,1.00,80.00,Pill,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,“Ecstasy”-type substances,,Wholesale,2016,,6000.00,36000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Amphetamine,,Street,2017,,6.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Amphetamine,,Wholesale,2017,,2400.00,40000.00,Pound,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Amphetamine,,Wholesale,2016,,2400.00,40000.00,Pound,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Amphetamine,,Street,2016,,6.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2019,,10000.00,12000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2019,4700.00,,,Pound,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Methamphetamine,,Street,2019,,4.00,35.00,Tablet,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2018,,600.00,35000.00,Pound,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Methamphetamine,,Street,2018,,10.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Methamphetamine,,Street,2017,,10.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2017,,1500.00,55000.00,Pound,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Methamphetamine,,Wholesale,2016,,1500.00,55000.00,Pound,USA
ARQ,Americas,North America,United States of America,Amphetamine-type stimulants,Methamphetamine,,Street,2016,,10.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,2000.00,,,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,200.00,,,Gram,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,,2.00,100.00,Gram,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,,100.00,7000.00,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,,40.00,1800.00,Ounce,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,,200.00,8000.00,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,,80.00,5000.00,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,,10.00,700.00,Ounce,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,,40.00,1800.00,Ounce,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,,200.00,8300.00,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,,40.00,1800.00,Ounce,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,,80.00,5000.00,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,,10.00,700.00,Ounce,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,,200.00,8300.00,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis resin (hashish),,Street,2018,,30.00,50.00,Gram,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2018,8000.00,,,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis resin (hashish),,Street,2017,,150.00,350.00,Ounce,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2017,,7700.00,8000.00,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis resin (hashish),,Wholesale,2016,,7700.00,8000.00,Pound,USA
ARQ,Americas,North America,United States of America,Cannabis-type drugs,Cannabis resin (hashish),,Street,2016,,150.00,350.00,Ounce,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Street,2019,80.00,,,Gram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Wholesale,2019,40000.00,,,Kilogram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Street,2019,120.00,,,Gram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Wholesale,2019,29000.00,,,Kilogram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Street,2018,,10.00,500.00,Gram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Wholesale,2018,,4000.00,45000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Wholesale,2018,,15000.00,40000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Street,2018,,15.00,500.00,Gram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Street,2017,,15.00,500.00,Gram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Wholesale,2017,,13000.00,45000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Street,2017,,17.00,1200.00,Gram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Wholesale,2017,,4000.00,50000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Street,2016,,15.00,500.00,Gram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Wholesale,2016,,13000.00,45000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Street,2016,,17.00,1200.00,Gram,USA
ARQ,Americas,North America,United States of America,Cocaine-type,Cocaine,,Wholesale,2016,,4000.00,50000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Hallucinogens,LSD,,Street,2019,22.00,,,Dose,USA
ARQ,Americas,North America,United States of America,Hallucinogens,LSD,,Street,2018,,8.00,10.00,Dose,USA
ARQ,Americas,North America,United States of America,Hallucinogens,LSD,,Street,2017,,2.00,20.00,Dose,USA
ARQ,Americas,North America,United States of America,Hallucinogens,LSD,,Street,2016,,2.00,20.00,Dose,USA
ARQ,Americas,North America,United States of America,Hallucinogens,Phencyclidine (PCP),,Street,2018,,10.00,20.00,Cigarette,USA
ARQ,Americas,North America,United States of America,Hallucinogens,Phencyclidine (PCP),,Street,2017,,150.00,300.00,Ounce,USA
ARQ,Americas,North America,United States of America,Hallucinogens,Phencyclidine (PCP),,Street,2016,,150.00,300.00,Ounce,USA
ARQ,Europe,Western and Central Europe,Poland,Any other drugs/substances,Other drugs/substances,,Retail,2020,114.00,10.00,300.00,Units,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,Malaysia,Any other drugs/substances,Other drugs/substances,,Retail,2020,,10.00,10.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Asia,East and South-East Asia,Malaysia,Any other drugs/substances,Other drugs/substances,,Retail,2020,,10.00,10.00,Kilograms,"National currency (not EUR, USD or CHF)"
ARQ,Africa,North Africa,Egypt,NPS,Synthetic cannabinoids (“Spice”),,Street,2019,,300.00,400.00,5 gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Street,2019,,20.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2019,,16000.00,60000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Street,2018,,25.00,500.00,Gram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Street,2018,,30.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2018,,10000.00,100000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2018,,10000.00,90000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Street,2018,,20.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2018,,8000.00,100000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2017,50000.00,,,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2017,,10000.00,100000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2017,,10000.00,100000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Street,2017,,17.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Street,2017,,45.00,500.00,Gram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2016,,10000.00,100000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2016,,10000.00,100000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Street,2016,,17.00,400.00,Gram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Wholesale,2016,50000.00,,,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Heroin,,Street,2016,,45.00,500.00,Gram,USA
ARQ,Americas,North America,United States of America,Opioids,Opiates,,Wholesale,2018,,13000.00,25000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Fentanyl,,Wholesale,2019,,10000.00,90000.00,Kilogram,USA
ARQ,Americas,North America,United States of America,Opioids,Fentanyl,,Street,2019,,2.00,60.00,Pill,USA
ARQ,Americas,North America,United States of America,Sedatives and tranquillizers,GBL/GHB,,Street,2017,,20.00,30.00,Ounce,USA
ARQ,Americas,North America,United States of America,Sedatives and tranquillizers,GBL/GHB,,Wholesale,2017,,700.00,3500.00,"Gallons (US, liquid)",USA
ARQ,Americas,North America,United States of America,Sedatives and tranquillizers,GBL/GHB,,Wholesale,2016,,700.00,3500.00,"Gallons (US, liquid)",USA
ARQ,Americas,North America,United States of America,Sedatives and tranquillizers,GBL/GHB,,Street,2016,,20.00,30.00,Ounce,USA
ARQ,Americas,South America,Bolivia (Plurinational State of),Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2019,100.00,90.00,110.00,Kilogram,USA
ARQ,Americas,South America,Bolivia (Plurinational State of),Cannabis-type drugs,Cannabis herb (marijuana),,Street,2019,20.00,15.00,30.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,South America,Bolivia (Plurinational State of),Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2018,100.00,90.00,110.00,Kilogram,USA
ARQ,Americas,South America,Bolivia (Plurinational State of),Cannabis-type drugs,Cannabis herb (marijuana),,Street,2018,20.00,15.00,30.00,Gram,USA
ARQ,Americas,South America,Bolivia (Plurinational State of),Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2017,100.00,90.00,110.00,Kilogram,USA
ARQ,Americas,South America,Bolivia (Plurinational State of),Cannabis-type drugs,Cannabis herb (marijuana),,Street,2017,15.00,10.00,20.00,Gram,USA
ARQ,Americas,South America,Bolivia (Plurinational State of),Cannabis-type drugs,Cannabis herb (marijuana),,Wholesale,2016,110.00,90.00,120.00,Kilogram,USA
ARQ,Americas,South America,Bolivia (Plurinational State of),Cannabis-type drugs,Cannabis herb (marijuana),,Street,2016,15.00,10.00,20.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,South America,Bolivia (Plurinational State of),Cocaine-type,Cocaine,,Wholesale,2019,2600.00,2500.00,3000.00,Kilogram,USA
ARQ,Americas,South America,Bolivia (Plurinational State of),Cocaine-type,Coca paste/refined cocaine base (intermediate products) (please specify),,Street,2019,20.00,30.00,40.00,Gram,"National currency (not EUR, USD or CHF)"
ARQ,Americas,South America,Bolivia (Plurinational State of),Cocaine-type,Cocaine,,Street,2019,30.00,40.00,50.00,Gram,"National currency (not EUR, USD or CHF)"
